Customer_Age,Customer_AnnualIncome,Customer_AccountBalance,Customer_CreditScore,Customer_Tenure,Customer_City,Customer_Segment,Customer_Channel,Customer_CustomerJoinDate,Customer_Active,Customer_RiskLevel,Customer_MonthlySpend,Customer_Transactions,Customer_SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
57.0,171470.0,113095.66,725,10,Pune,Corporate,Online,2023-11-02,Yes,Low,9324.6,72,4.0,1.7147,14289.166666666666,4964.566666666666,0.6595652883886395
30.0,235748.0,116969.92,642,13,Chennai,Retail,Agent,2021-04-14,No,Medium,18134.29,106,4.1,2.35748,19645.666666666668,1511.376666666667,0.49616505760388213
42.0,221154.0,150646.08,663,9,Kolkata,Retail,Agent,2025-10-02,No,Medium,25503.28,91,7.3,2.21154,18429.5,-7073.779999999999,0.681181800917008
57.0,31471.0,124340.91,331,14,Hyderabad,Premium,Branch,2022-11-04,Yes,High,39289.33,16,5.7,0.31471,2622.5833333333335,-36666.746666666666,3.95096787518668
47.0,93577.0,120433.69,488,4,Delhi,Retail,Agent,2022-04-14,Yes,High,33290.28,116,6.7,0.93577,7798.083333333333,-25492.196666666667,1.2870009724611817
45.0,125102.0,57428.3,453,15,Mumbai,Corporate,Online,2024-10-19,Yes,High,12262.25,120,5.4,1.25102,10425.166666666666,-1837.083333333334,0.4590518137200045
37.0,239432.0,182889.3,847,7,Chennai,Premium,Online,2025-07-31,Yes,Low,22033.09,23,1.5,2.39432,19952.666666666668,-2080.4233333333323,0.7638465200975642
56.0,128320.0,65552.95,559,9,Bangalore,Premium,Branch,2021-10-13,No,Medium,26908.68,66,2.6,1.2832,10693.333333333334,-16215.346666666666,0.5108552836658354
67.0,137356.0,149412.12,822,6,Pune,Premium,Agent,2024-11-26,No,Low,2592.32,68,5.9,1.37356,11446.333333333334,8854.013333333334,1.0877727947814437
73.0,179249.0,92071.35,570,15,Bangalore,Premium,Branch,2023-10-01,No,High,24625.17,121,3.6,1.79249,14937.416666666666,-9687.753333333332,0.5136505642988246
36.0,58662.0,253274.61,312,14,Hyderabad,Corporate,Online,2025-11-05,No,High,38370.64,136,2.3,0.58662,4888.5,-33482.14,4.317524291705022
54.0,96719.0,121271.92,786,14,Kolkata,Premium,Agent,2022-03-17,Yes,Low,5235.6,112,9.9,0.96719,8059.916666666667,2824.3166666666666,1.2538582905116884
39.0,127304.0,9533.55,731,8,Delhi,Retail,Online,2024-03-17,Yes,High,24343.27,46,9.0,1.27304,10608.666666666666,-13734.603333333334,0.07488806321875195
43.0,101242.0,115762.35,494,11,Delhi,Premium,Online,2024-06-01,Yes,High,38795.01,34,1.7,1.01242,8436.833333333334,-30358.176666666666,1.1434221963216846
25.0,104148.0,299839.87,623,4,Pune,Premium,Agent,2021-08-12,Yes,Medium,14230.1,6,9.0,1.04148,8679.0,-5551.1,2.878978664976764
62.0,62487.0,151344.55801855895,827,1,Chennai,Premium,Agent,2022-05-18,No,Low,9543.39,125,6.2,0.62487,5207.25,-4336.139999999999,2.4220167077721597
66.0,99744.0,695.26,596,5,Delhi,Retail,Agent,2021-02-09,Yes,High,39748.66,133,4.0,0.99744,8312.0,-31436.660000000003,0.00697044433750401
74.0,230390.0,192059.49,612,14,Kolkata,Retail,Branch,2022-01-01,Yes,Medium,15148.88,76,2.3,2.3039,19199.166666666668,4050.2866666666687,0.8336277182169365
70.0,108986.0,168766.56,418,9,Pune,Premium,Online,2022-08-14,Yes,High,4619.28,69,9.7,1.08986,9082.166666666666,4462.886666666666,1.5485159561778576
36.0,64279.0,193277.02,667,13,Hyderabad,SME,Online,2024-11-14,Yes,Medium,45906.51,26,9.9,0.64279,5356.583333333333,-40549.926666666666,3.0068454705269216
71.0,63467.0,115684.05,672,6,Mumbai,Retail,Online,2025-03-18,Yes,Medium,21587.04,112,8.2,0.63467,5288.916666666667,-16298.123333333333,1.8227433154237636
25.0,139914.0,128695.48,727,0,Pune,Retail,Agent,2022-10-28,Yes,Low,10280.44,89,9.6,1.39914,11659.5,1379.0599999999995,0.9198184599110882
45.0,150200.0,112632.33,508,9,Hyderabad,Retail,Mobile,2023-08-20,Yes,High,41725.73,65,7.5,1.502,12516.666666666666,-29209.06333333334,0.7498823568575234
62.0,43099.0,151344.55801855895,823,5,Pune,Premium,Branch,2023-08-18,No,Low,45855.41,133,9.4,0.43099,3591.5833333333335,-42263.82666666667,3.5115561386240737
65.0,139586.0,270474.9,833,7,Mumbai,Corporate,Branch,2024-03-05,No,Low,36327.86,3,3.9,1.39586,11632.166666666666,-24695.693333333336,1.9376936082415144
26.0,162868.0,203517.57,408,13,Kolkata,Corporate,Branch,2023-05-31,Yes,High,21555.09,59,4.9,1.62868,13572.333333333334,-7982.756666666666,1.249585983741435
52.0,114393.0,250622.35,594,15,Mumbai,Corporate,Branch,2023-08-24,Yes,Medium,23657.98,48,1.9,1.14393,9532.75,-14125.23,2.1908888655774392
47.0,104083.0,151344.55801855895,400,9,Bangalore,Premium,Branch,2023-12-23,Yes,High,3706.22,98,9.8,1.04083,8673.583333333334,4967.363333333335,1.454075670556757
29.0,160832.0,188530.21,817,4,Mumbai,SME,Mobile,2022-12-21,Yes,Low,5792.82,104,4.0,1.60832,13402.666666666666,7609.846666666666,1.1722182774572223
67.0,67891.0,228565.08,301,0,Mumbai,Corporate,Branch,2025-11-26,Yes,High,24625.17,44,8.7,0.67891,5657.583333333333,-18967.586666666666,3.366647714719182
34.0,37115.0,76146.32,769,15,Hyderabad,Corporate,Branch,2024-07-23,No,Low,27363.71,29,3.2,0.37115,3092.9166666666665,-24270.79333333333,2.0516319547352824
28.0,139914.0,257157.5,778,3,Pune,Corporate,Branch,2024-06-23,No,Low,20406.45,59,8.0,1.39914,11659.5,-8746.95,1.8379683233986592
69.0,98297.0,87008.76,424,0,Delhi,Retail,Branch,2022-11-12,Yes,High,17043.66,35,2.0,0.98297,8191.416666666667,-8852.243333333332,0.8851619072809953
29.0,139914.0,34329.46,793,1,Unknown,Retail,Online,2024-05-26,Yes,Low,49579.63,36,5.7,1.39914,11659.5,-37920.13,0.24536115042097287
63.0,114881.0,138934.41,714,8,Mumbai,Retail,Agent,2025-02-06,Yes,Low,3003.49,126,6.2,1.14881,9573.416666666666,6569.926666666666,1.209376746372333
57.0,245894.0,176679.92,833,4,Mumbai,Premium,Branch,2023-08-24,Yes,Low,7094.72,55,5.9,2.45894,20491.166666666668,13396.446666666667,0.7185206633752755
43.0,122624.0,191363.13,570,1,Kolkata,Premium,Branch,2021-03-30,Yes,High,34143.92,18,2.9,1.22624,10218.666666666666,-23925.253333333334,1.5605683226774532
46.0,66321.0,239915.37,814,8,Hyderabad,Premium,Online,2025-06-02,No,Low,23716.21,132,7.8,0.66321,5526.75,-18189.46,3.6174872212421403
65.0,243335.0,111015.7,817,14,Delhi,Premium,Branch,2023-07-18,Yes,Low,33264.93,6,3.5,2.43335,20277.916666666668,-12987.013333333332,0.4562257792754844
67.0,249372.0,42651.13,312,4,Hyderabad,Retail,Branch,2022-10-05,Yes,High,30847.08,98,5.605416666666668,2.49372,20781.0,-10066.080000000002,0.17103415780440465
23.0,47431.0,164694.13,841,14,Pune,SME,Online,2024-08-23,Yes,Low,32836.94,18,4.7,0.47431,3952.5833333333335,-28884.35666666667,3.4722887984651387
47.0,108588.0,219901.09,426,0,Pune,Retail,Agent,2024-04-06,Yes,High,9103.04,76,8.5,1.08588,9049.0,-54.04000000000087,2.0250956827642095
46.0,135198.0,257687.01,766,2,Hyderabad,SME,Agent,2023-08-06,Yes,Low,13865.25,6,2.7,1.35198,11266.5,-2598.75,1.9059972041006525
34.0,101975.0,147669.69,443,5,Delhi,Premium,Agent,2025-09-29,Yes,High,10832.76,24,4.9,1.01975,8497.916666666666,-2334.843333333334,1.448096984555038
40.0,139914.0,277286.12,603,15,Pune,Premium,Online,2023-09-30,Yes,Medium,1484.06,87,3.6,1.39914,11659.5,10175.44,1.9818325542833455
18.0,25207.0,61865.22,740,6,Hyderabad,Corporate,Agent,2023-08-24,No,Low,24625.17,97,5.605416666666668,0.25207,2100.5833333333335,-22524.586666666666,2.454287301146507
64.0,206360.0,191128.41,427,15,Unknown,Corporate,Agent,2023-08-24,Yes,High,48616.42,92,8.3,2.0636,17196.666666666668,-31419.75333333333,0.9261892324093817
46.0,198279.0,254141.85,632,8,Delhi,SME,Branch,2025-02-02,No,Medium,17197.81,18,3.2,1.98279,16523.25,-674.5600000000013,1.2817386107454647
61.0,175201.0,198799.35,704,10,Delhi,Corporate,Mobile,2024-11-30,Yes,Low,23755.2,137,9.9,1.75201,14600.083333333334,-9155.116666666667,1.1346930097430952
25.0,236467.0,124245.07,644,1,Delhi,Corporate,Branch,2025-05-09,Yes,Medium,3664.2,36,5.4,2.36467,19705.583333333332,16041.383333333331,0.5254224479525684
47.0,43639.0,136793.78,788,3,Mumbai,Premium,Online,2021-11-20,Yes,Low,7908.84,115,3.5,0.43639,3636.5833333333335,-4272.256666666666,3.134668072137308
56.0,32314.0,193935.03,721,5,Delhi,Corporate,Agent,2023-02-18,No,Low,31470.53,50,5.0,0.32314,2692.8333333333335,-28777.696666666667,6.001579191681624
29.0,35225.0,190633.09,497,6,Bangalore,Corporate,Branch,2025-02-27,Yes,High,41277.98,110,5.3,0.35225,2935.4166666666665,-38342.56333333334,5.411869127040454
25.0,219692.0,134655.92,484,13,Mumbai,Corporate,Agent,2024-02-05,Yes,High,48517.84,73,4.5,2.19692,18307.666666666668,-30210.17333333333,0.6129304662891686
66.0,184342.0,189493.05,408,14,Delhi,Premium,Agent,2024-01-03,Yes,High,2340.18,59,6.5,1.84342,15361.833333333334,13021.653333333334,1.0279428996105064
64.0,233015.0,151344.55801855895,338,12,Bangalore,Premium,Online,2024-06-18,Yes,High,23702.31,54,5.9,2.33015,19417.916666666668,-4284.393333333333,0.6495056456389457
32.0,139914.0,164796.74,839,5,Bangalore,Premium,Online,2024-05-05,No,Low,12978.88,51,6.3,1.39914,11659.5,-1319.3799999999992,1.1778431036207955
25.0,49860.0,163614.34,614,6,Chennai,Premium,Agent,2024-03-07,No,Medium,47946.56,11,1.4,0.4986,4155.0,-43791.56,3.2814749298034496
19.0,61035.0,189664.98,642,5,Pune,Retail,Mobile,2023-03-10,Yes,Medium,13509.31,76,7.0,0.61035,5086.25,-8423.06,3.107478987466208
27.0,101329.0,281895.45,779,4,Hyderabad,Premium,Online,2025-12-19,Yes,Low,28245.85,20,3.2,1.01329,8444.083333333334,-19801.766666666663,2.781981959754858
75.0,139682.0,151344.55801855895,726,11,Kolkata,Corporate,Online,2023-04-02,No,Low,24733.26,120,1.2,1.39682,11640.166666666666,-13093.093333333332,1.0834936356764575
59.0,233308.0,23284.39,496,2,Chennai,SME,Branch,2021-04-04,Yes,High,49288.86,125,5.7,2.33308,19442.333333333332,-29846.52666666667,0.09980107840279802
52.0,206211.0,221551.76,812,13,Hyderabad,SME,Online,2025-05-05,Yes,Low,24625.17,103,3.6,2.06211,17184.25,-7440.919999999998,1.0743935095605956
72.0,151468.0,225008.52,374,9,Delhi,SME,Online,2025-01-11,Yes,High,48700.54,109,6.1,1.51468,12622.333333333334,-36078.206666666665,1.4855185253650935
43.0,68753.0,286454.1,820,8,Bangalore,Corporate,Mobile,2021-09-25,No,Low,39682.91,119,6.6,0.68753,5729.416666666667,-33953.49333333334,4.166423283347635
20.0,116179.0,39721.38,475,10,Kolkata,Premium,Mobile,2023-10-17,Yes,High,17625.64,137,2.0,1.16179,9681.583333333334,-7944.0566666666655,0.34189810550960154
64.0,111269.0,38215.92,367,10,Mumbai,Corporate,Mobile,2021-11-09,Yes,High,33928.51,118,9.8,1.11269,9272.416666666666,-24656.093333333338,0.34345523011800233
47.0,139914.0,151344.55801855895,794,10,Delhi,SME,Agent,2021-10-11,Yes,Low,6054.47,68,4.9,1.39914,11659.5,5605.03,1.0816970283070955
66.0,182661.0,210010.28,830,2,Delhi,SME,Branch,2025-12-04,Yes,Low,42083.82,45,8.2,1.82661,15221.75,-26862.07,1.1497269805815145
67.0,126520.0,61494.36,300,13,Chennai,Premium,Branch,2024-06-22,Yes,High,41879.48,13,6.5,1.2652,10543.333333333334,-31336.146666666667,0.48604457793234274
23.0,207051.0,135873.32,803,9,Chennai,Premium,Online,2023-12-11,No,Low,43553.08,63,8.6,2.07051,17254.25,-26298.83,0.6562311700981884
49.0,139914.0,250092.94,552,5,Kolkata,Premium,Mobile,2022-07-11,Yes,Medium,9095.15,100,5.9,1.39914,11659.5,2564.3500000000004,1.787476163929271
29.0,129555.0,141260.21,478,6,Kolkata,Premium,Mobile,2023-07-19,Yes,High,23302.86,79,6.1,1.29555,10796.25,-12506.61,1.0903493496970398
74.0,190904.0,49688.5,366,11,Chennai,Retail,Online,2023-01-29,Yes,High,3679.64,76,1.8,1.90904,15908.666666666666,12229.026666666667,0.2602800360390563
74.0,100388.0,151344.55801855895,565,2,Pune,Retail,Agent,2022-10-22,No,Medium,23474.69,124,6.5,1.00388,8365.666666666666,-15109.023333333333,1.507596107289307
26.0,139914.0,151344.55801855895,344,8,Delhi,Corporate,Agent,2024-12-10,No,High,24625.17,48,4.8,1.39914,11659.5,-12965.669999999998,1.0816970283070955
35.0,56575.0,101930.65,750,6,Hyderabad,Premium,Mobile,2024-12-08,No,Low,16695.98,48,8.9,0.56575,4714.583333333333,-11981.396666666667,1.8016906760936808
50.0,150932.0,180987.54,797,9,Chennai,Premium,Online,2021-05-20,Yes,Low,46109.18,107,9.1,1.50932,12577.666666666666,-33531.513333333336,1.1991329870405216
47.0,210374.0,139982.34,478,8,Kolkata,Retail,Branch,2025-10-31,Yes,High,39608.67,100,6.8,2.10374,17531.166666666668,-22077.50333333333,0.6653975301130368
31.0,228309.0,298324.58,363,14,Delhi,Retail,Mobile,2024-04-17,No,High,28367.58,39,8.0,2.28309,19025.75,-9341.830000000002,1.3066702582902996
43.0,109080.0,142485.29,727,15,Pune,SME,Branch,2024-02-27,No,Low,34453.5,78,5.8,1.0908,9090.0,-25363.5,1.3062457829116245
42.0,70033.0,151344.55801855895,493,6,Kolkata,SME,Branch,2023-03-08,Yes,High,34794.02,144,3.1,0.70033,5836.083333333333,-28957.936666666665,2.1610463355640763
75.0,94615.0,151344.55801855895,326,1,Kolkata,Premium,Mobile,2025-08-16,No,High,45826.72,145,4.1,0.94615,7884.583333333333,-37942.136666666665,1.5995831318348988
62.0,144052.0,165828.71,471,1,Bangalore,SME,Online,2025-01-16,No,High,35509.9,55,6.1,1.44052,12004.333333333334,-23505.566666666666,1.1511725626856968
49.0,163311.0,15717.39,732,4,Kolkata,Premium,Branch,2024-08-01,Yes,Low,24625.17,70,9.5,1.63311,13609.25,-11015.919999999998,0.09624207799842019
24.0,197693.0,178607.9,697,6,Pune,Retail,Mobile,2024-10-09,Yes,Medium,9461.99,114,6.7,1.97693,16474.416666666668,7012.426666666668,0.9034609217321806
19.0,235436.0,145303.33,652,10,Delhi,Retail,Agent,2023-08-24,Yes,Medium,12129.0,54,6.5,2.35436,19619.666666666668,7490.666666666668,0.6171670007985184
63.0,50963.0,72566.67,377,4,Delhi,SME,Mobile,2021-05-01,Yes,High,37447.75,149,8.6,0.50963,4246.916666666667,-33200.833333333336,1.423908914310382
41.0,33712.0,60195.31,836,15,Hyderabad,Corporate,Branch,2024-05-11,Yes,Low,19975.06,30,9.4,0.33712,2809.3333333333335,-17165.72666666667,1.7855751661129566
64.0,54055.0,151344.55801855895,381,8,Kolkata,SME,Branch,2021-07-25,Yes,High,37209.64,10,2.6,0.54055,4504.583333333333,-32705.056666666667,2.7998253264001285
23.0,71167.0,143477.97,780,1,Chennai,Premium,Mobile,2025-11-22,No,Low,21552.75,85,5.1,0.71167,5930.583333333333,-15622.166666666668,2.0160744446161845
69.0,98997.0,76181.33,499,10,Bangalore,Retail,Branch,2024-04-17,Yes,High,13976.25,87,2.3,0.98997,8249.75,-5726.5,0.7695317029808985
47.0,238269.0,291607.58,727,0,Bangalore,Corporate,Agent,2024-08-03,Yes,Low,14436.92,50,5.605416666666668,2.38269,19855.75,5418.83,1.2238586639470515
70.0,235097.0,19707.63,439,5,Hyderabad,Corporate,Mobile,2021-01-20,Yes,High,10628.96,117,4.8,2.35097,19591.416666666668,8962.456666666669,0.08382765411723672
38.0,135350.0,130597.27,836,14,Hyderabad,Retail,Agent,2023-08-24,No,Low,21713.91,95,5.5,1.3535,11279.166666666666,-10434.743333333334,0.9648856298485409
73.0,186087.0,31321.24,445,15,Unknown,SME,Agent,2024-03-07,Yes,High,40432.38,50,8.7,1.86087,15507.25,-24925.129999999997,0.1683150354404123
34.0,139914.0,31755.97,389,0,Delhi,Premium,Online,2023-11-06,Yes,High,47848.12,64,5.9,1.39914,11659.5,-36188.62,0.22696778020784197
25.0,100418.0,117892.27,593,15,Unknown,SME,Agent,2025-09-05,Yes,Medium,24625.17,38,5.605416666666668,1.00418,8368.166666666666,-16257.003333333332,1.174015315979207
42.0,66755.0,258864.15,400,11,Kolkata,Premium,Online,2023-07-09,Yes,High,14945.25,39,9.8,0.66755,5562.916666666667,-9382.333333333332,3.8778241330237435
50.0,249655.0,108462.42,563,7,Kolkata,Premium,Online,2025-11-08,No,Medium,5199.13,9,5.2,2.49655,20804.583333333332,15605.453333333331,0.4344492199234944
57.0,198942.0,218258.77,770,10,Kolkata,Corporate,Agent,2022-05-29,Yes,Low,48554.15,26,7.4,1.98942,16578.5,-31975.65,1.0970974957525308
64.0,86272.0,185920.37,745,7,Hyderabad,Retail,Agent,2023-05-09,Yes,Low,24625.17,30,4.1,0.86272,7189.333333333333,-17435.836666666666,2.155048799146884
47.0,132971.0,5938.7,830,14,Pune,Premium,Branch,2023-08-24,Yes,High,36663.03,74,6.2,1.32971,11080.916666666666,-25582.113333333335,0.04466161794677035
25.0,221167.0,36969.77,513,5,Bangalore,Retail,Branch,2025-06-09,Yes,High,24625.17,75,4.5,2.21167,18430.583333333332,-6194.586666666666,0.16715771340208982
18.0,171424.0,93540.64,404,13,Pune,Retail,Mobile,2023-04-20,Yes,High,40521.41,2,5.3,1.71424,14285.333333333334,-26236.076666666668,0.5456682844875863
56.0,108300.0,256240.8,455,10,Unknown,Premium,Agent,2024-08-02,Yes,High,39038.37,127,1.0,1.083,9025.0,-30013.370000000003,2.3660277008310246
25.0,124134.0,151344.55801855895,613,10,Mumbai,Premium,Mobile,2025-11-16,Yes,Medium,28218.23,51,7.1,1.24134,10344.5,-17873.73,1.2192031032477721
64.0,162244.0,200031.57,354,1,Unknown,SME,Agent,2025-06-22,Yes,High,43457.51,139,6.5,1.62244,13520.333333333334,-29937.176666666666,1.2329058085352926
31.0,207503.0,270928.12,657,3,Mumbai,Premium,Branch,2025-12-08,Yes,Medium,24625.17,10,9.2,2.07503,17291.916666666668,-7333.25333333333,1.3056588097521482
47.0,242322.0,81409.79,458,1,Delhi,Corporate,Agent,2024-06-25,No,High,8628.74,38,9.3,2.42322,20193.5,11564.76,0.33595707364581007
71.0,67534.0,258522.75,779,6,Mumbai,Premium,Branch,2022-04-12,Yes,Low,47849.91,71,5.605416666666668,0.67534,5627.833333333333,-42222.07666666667,3.8280384695116534
49.0,203773.0,172984.2,778,7,Mumbai,Retail,Agent,2024-03-11,Yes,Low,21737.88,75,5.5,2.03773,16981.083333333332,-4756.796666666669,0.8489063811201681
27.0,193722.0,144750.13,726,11,Chennai,Corporate,Agent,2021-01-04,Yes,Low,26212.91,17,4.2,1.93722,16143.5,-10069.41,0.7472054283973942
38.0,80077.0,123412.37,622,9,Chennai,SME,Mobile,2021-05-10,Yes,Medium,32844.88,6,7.4,0.80077,6673.083333333333,-26171.796666666665,1.5411712476741135
21.0,31548.0,255775.49,732,7,Hyderabad,Corporate,Mobile,2025-10-06,Yes,Low,36498.49,83,1.8,0.31548,2629.0,-33869.49,8.107502535818435
75.0,116658.0,166013.7,636,6,Chennai,Corporate,Mobile,2022-05-17,Yes,Medium,43410.24,108,9.1,1.16658,9721.5,-33688.74,1.4230802859641003
54.0,150588.0,6156.24,697,10,Pune,Retail,Branch,2023-12-07,Yes,High,24625.17,25,2.3,1.50588,12549.0,-12076.169999999998,0.04088134512710176
54.0,234184.0,40524.04,369,14,Hyderabad,Corporate,Mobile,2023-07-21,No,High,33040.96,79,9.9,2.34184,19515.333333333332,-13525.626666666667,0.173043589655997
38.0,171011.0,164241.45,733,10,Delhi,Premium,Branch,2023-12-24,No,Low,15637.23,94,2.0,1.71011,14250.916666666666,-1386.3133333333335,0.9604145347375316
40.0,90428.0,172331.03,515,12,Hyderabad,Premium,Branch,2023-08-27,Yes,High,28626.31,88,9.4,0.90428,7535.666666666667,-21090.643333333333,1.905726434290264
50.0,68585.0,80175.79,818,12,Chennai,Corporate,Mobile,2024-09-17,No,Low,12062.16,106,2.8,0.68585,5715.416666666667,-6346.743333333333,1.1689989064664283
46.0,160565.0,199880.36,519,3,Kolkata,Premium,Mobile,2024-08-02,Yes,High,33293.6,60,8.7,1.60565,13380.416666666666,-19913.183333333334,1.2448563510104942
64.0,65372.0,101294.79,654,11,Kolkata,SME,Mobile,2023-08-24,Yes,Medium,39145.54,21,6.5,0.65372,5447.666666666667,-33697.87333333334,1.5495134002325153
71.0,144119.0,232065.82,763,14,Chennai,Premium,Mobile,2025-07-26,Yes,Low,21521.83,127,3.4,1.44119,12009.916666666666,-9511.913333333336,1.6102375120560093
70.0,157079.0,113673.08,315,4,Bangalore,Corporate,Agent,2024-08-20,Yes,High,10972.85,10,2.6,1.57079,13089.916666666666,2117.0666666666657,0.7236682179030933
49.0,169539.0,150326.36,617,5,Bangalore,Corporate,Branch,2024-10-05,Yes,Medium,14622.24,121,1.2,1.69539,14128.25,-493.9899999999998,0.8866771657258801
68.0,30110.0,225502.85,666,12,Pune,Retail,Agent,2021-03-23,No,Medium,10611.11,143,1.6,0.3011,2509.1666666666665,-8101.9433333333345,7.489300896712056
49.0,190575.0,23143.55,418,4,Mumbai,Premium,Branch,2025-01-13,Yes,High,32851.26,76,2.5,1.90575,15881.25,-16970.010000000002,0.1214406401679129
19.0,136785.0,158997.46,471,7,Chennai,Premium,Agent,2023-07-30,Yes,High,16037.03,130,4.8,1.36785,11398.75,-4638.280000000001,1.1623895895017728
33.0,71479.0,257947.15,768,10,Hyderabad,Premium,Branch,2022-07-17,Yes,Low,38825.9,54,2.1,0.71479,5956.583333333333,-32869.316666666666,3.6087123490815483
22.0,184803.0,274489.76,588,10,Mumbai,Premium,Agent,2023-04-24,Yes,Medium,24625.17,72,8.0,1.84803,15400.25,-9224.919999999998,1.485310086957463
44.0,209697.0,151344.55801855895,646,13,Chennai,Premium,Online,2024-01-06,Yes,Medium,34234.97,66,9.9,2.09697,17474.75,-16760.22,0.7217297244050175
54.0,243118.0,143363.53,410,11,Hyderabad,Retail,Mobile,2025-12-17,Yes,High,30206.14,42,9.4,2.43118,20259.833333333332,-9946.306666666667,0.5896870244079007
73.0,211388.0,139197.04,505,10,Hyderabad,Premium,Branch,2023-08-24,Yes,High,18149.53,72,1.7,2.11388,17615.666666666668,-533.863333333331,0.6584907374117737
38.0,216387.0,37717.28,514,7,Chennai,Corporate,Agent,2025-09-09,No,High,24625.17,17,4.1,2.16387,18032.25,-6592.919999999998,0.1743047410426689
53.0,32999.0,282459.87,557,2,Kolkata,Retail,Agent,2025-09-01,No,Medium,6892.25,88,6.7,0.32999,2749.9166666666665,-4142.333333333334,8.559649383314646
42.0,200929.0,170845.35,785,2,Mumbai,Premium,Branch,2023-12-24,Yes,Low,44505.09,53,9.1,2.00929,16744.083333333332,-27761.006666666664,0.8502772123486406
56.0,119840.0,247081.93,368,1,Bangalore,Retail,Mobile,2023-07-21,Yes,High,16511.63,48,5.605416666666668,1.1984,9986.666666666666,-6524.963333333335,2.061765103471295
46.0,139914.0,268765.25,582,7,Delhi,Premium,Branch,2024-09-21,Yes,Medium,20573.3,124,5.3,1.39914,11659.5,-8913.8,1.9209317866689537
54.0,220238.0,57339.63,596,8,Kolkata,Retail,Online,2024-07-30,Yes,Medium,5623.13,39,5.6,2.20238,18353.166666666668,12730.036666666667,0.2603530271796874
48.0,67092.0,195454.7,599,14,Mumbai,Retail,Agent,2024-02-01,Yes,Medium,30836.34,23,8.2,0.67092,5591.0,-25245.34,2.9132340666547427
36.0,50931.0,151344.55801855895,828,11,Kolkata,Premium,Branch,2021-07-29,Yes,High,49095.5,87,6.9,0.50931,4244.25,-44851.25,2.9715607001346713
39.0,248224.0,268822.53,378,7,Unknown,SME,Online,2024-09-08,No,High,24667.94,133,7.0,2.48224,20685.333333333332,-3982.6066666666666,1.0829836357483564
